Designator,Mid X,Mid Y,Rotation,Layer
C1,120.21,-115.268544,180.0,top
D1,118.01,-118.468544,0.0,top
R1,120.21,-116.668544,0.0,top
U1,117.905,-115.968544,0.0,top
